Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
SRR19173211_1	(1, 31.59293002884989)	(2, 31.625874112635877)	(3, 35.50512473632858)	(4, 36.01816161888239)	(5, 36.361196172222925)	(6, 39.9641771226806)	(7, 40.0781383936217)	(8, 40.046793289918604)	(9, 40.07905557359299)	(10, 40.06233157641715)	(15, 40.039747373046204)	(20, 40.044705838851385)	(25, 39.96866087544688)	(30, 39.908551743175444)	(35, 39.86440358790301)	(40, 39.82877385286247)	(45, 39.759036489483705)	(50, 39.682060479987086)	(55, 39.62153291539272)	(60, 39.56371602007519)	(65, 39.50845106137042)	(70, 39.439521188096435)	(75, 39.313936331591854)	(80, 39.539539917193686)	(85, 39.48079219213487)	(90, 39.421550774169624)	(95, 39.361391792702086)	(100, 39.28280959470656)	(105, 39.1930115242707)	(110, 39.09805516837773)	(115, 38.965767655247326)	(120, 38.842568243564216)	(125, 38.69435431056148)	(130, 38.51249071473903)	(135, 38.29377773562216)	(140, 38.056444759070985)	(145, 37.79127718724657)	(150, 37.62796701181015)
SRR19173211_2	(1, 30.989251445334123)	(2, 31.147875737332203)	(3, 34.553444184610385)	(4, 35.367953644279616)	(5, 35.678615673368085)	(6, 38.9515872258411)	(7, 39.18884968185858)	(8, 39.18916624244696)	(9, 39.28759214762561)	(10, 39.15531256080257)	(15, 39.10933029144078)	(20, 39.03214053716664)	(25, 38.95746964733193)	(30, 38.85878382614363)	(35, 38.75630582742413)	(40, 38.67187779089487)	(45, 38.56140185301528)	(50, 38.45802067812313)	(55, 38.3719727836567)	(60, 38.245097276492274)	(65, 38.16682450934215)	(70, 38.003591748163316)	(75, 37.78912746647926)	(80, 38.06830621252858)	(85, 37.92763968776839)	(90, 37.829856167515324)	(95, 37.733334887125594)	(100, 37.56789940906232)	(105, 37.41206174514768)	(110, 37.21013004700369)	(115, 36.98553578715485)	(120, 36.702354187044826)	(125, 36.4080153160647)	(130, 36.10126762404855)	(135, 35.70471559725685)	(140, 35.21206178448419)	(145, 34.764315233177754)	(150, 34.4679928873684)
SRR19173215_1	(1, 31.0296834918316)	(2, 31.52035813645479)	(3, 34.899018165962616)	(4, 35.32132708359913)	(5, 36.050976424580014)	(6, 39.59785714218951)	(7, 39.79680524224321)	(8, 39.74065799564533)	(9, 39.82409817452428)	(10, 39.838154152944405)	(15, 39.81649488426565)	(20, 39.81584067874553)	(25, 39.71160981712529)	(30, 39.63410116082515)	(35, 39.602021641568186)	(40, 39.57013541402328)	(45, 39.536094353087314)	(50, 39.48429097085623)	(55, 39.47549737799045)	(60, 39.4618762358215)	(65, 39.425722705840954)	(70, 39.40533794270508)	(75, 39.08745572540239)	(80, 39.40141851628048)	(85, 39.325959062909064)	(90, 39.284242028703076)	(95, 39.218939129467586)	(100, 39.17076833221873)	(105, 39.09278247532096)	(110, 39.0023464076296)	(115, 38.893158146362396)	(120, 38.74406330163368)	(125, 38.62732926794503)	(130, 38.45290928328311)	(135, 38.25743716266834)	(140, 38.05252899726185)	(145, 37.826944437044894)	(150, 37.65805166767846)
SRR19173215_2	(1, 30.783185794180778)	(2, 30.822150536202237)	(3, 33.92482192019613)	(4, 34.8898179992158)	(5, 35.11360882776708)	(6, 38.16682912564008)	(7, 38.35014687319344)	(8, 38.37085674121203)	(9, 38.40295451008542)	(10, 38.31604449728499)	(15, 38.13997104129366)	(20, 38.083076530152056)	(25, 37.99135048797278)	(30, 37.876127632349444)	(35, 37.80392759318637)	(40, 37.70217603893127)	(45, 37.661443432498146)	(50, 37.53926572049065)	(55, 37.42783858646556)	(60, 37.35006590658533)	(65, 37.220662211049685)	(70, 37.10059297233208)	(75, 36.637956222885535)	(80, 37.097458466349906)	(85, 37.0566246574984)	(90, 36.951511879074914)	(95, 36.8225550070545)	(100, 36.68250706500836)	(105, 36.50419054188509)	(110, 36.187241087948195)	(115, 35.94250450164994)	(120, 35.63377446698736)	(125, 35.2317672895838)	(130, 34.893164303563324)	(135, 34.492987847765015)	(140, 34.10417332041606)	(145, 33.643582000129925)	(150, 33.33730572103276)
SRR19173217_1	(1, 31.021266067904406)	(2, 31.51044849394668)	(3, 34.847836822149475)	(4, 35.26031625048638)	(5, 36.02725433453418)	(6, 39.58133881135031)	(7, 39.78683654840257)	(8, 39.72828402158289)	(9, 39.81151589953993)	(10, 39.82960392088135)	(15, 39.8094395605799)	(20, 39.810452523101546)	(25, 39.71015674543436)	(30, 39.63275896120565)	(35, 39.60262288085893)	(40, 39.57219268634405)	(45, 39.53978000625909)	(50, 39.48696654166233)	(55, 39.47903249954018)	(60, 39.465582624512315)	(65, 39.42893591999107)	(70, 39.407779840945935)	(75, 39.09061484479201)	(80, 39.40868617930606)	(85, 39.33527667405376)	(90, 39.292748082016246)	(95, 39.22685707400134)	(100, 39.18046132268154)	(105, 39.10598073140329)	(110, 39.017611911897134)	(115, 38.910688311129555)	(120, 38.767423147169566)	(125, 38.65334254211209)	(130, 38.48270166945086)	(135, 38.291827832468776)	(140, 38.09195240168497)	(145, 37.87070985839004)	(150, 37.706950188477265)
SRR19173217_2	(1, 30.76283051381244)	(2, 30.609658586381144)	(3, 33.74691784967916)	(4, 34.73104151862664)	(5, 34.91718319568154)	(6, 38.03056988130864)	(7, 38.25889454787487)	(8, 38.25487269732032)	(9, 38.32602837344997)	(10, 38.23187137844363)	(15, 38.06449617586078)	(20, 38.01046101495778)	(25, 37.92652205095199)	(30, 37.81269662570297)	(35, 37.7412012281995)	(40, 37.636292892886544)	(45, 37.59884818950279)	(50, 37.47640123992411)	(55, 37.366081584684046)	(60, 37.28681354687634)	(65, 37.158874731972844)	(70, 37.03795992626128)	(75, 36.57181585904574)	(80, 37.041034345788475)	(85, 37.00170774904501)	(90, 36.898197224162054)	(95, 36.762262803534966)	(100, 36.620820089941105)	(105, 36.44087301936996)	(110, 36.12199549573473)	(115, 35.87754739546712)	(120, 35.56564780257198)	(125, 35.16333837582458)	(130, 34.823329786891634)	(135, 34.422708241450145)	(140, 34.03483709090118)	(145, 33.572517733111695)	(150, 33.26192659294523)
SRR19173231_1	(1, 31.529714209071198)	(2, 31.54874287315443)	(3, 35.58501051453812)	(4, 36.179830111044)	(5, 36.40395202729156)	(6, 39.97654833651303)	(7, 40.08406940331581)	(8, 40.12387555287493)	(9, 40.14888342112249)	(10, 40.14154335721313)	(15, 40.11229884056981)	(20, 40.09189462451709)	(25, 40.011007445951755)	(30, 39.94837736634452)	(35, 39.9057007038143)	(40, 39.870873999024305)	(45, 39.804107508933946)	(50, 39.73114191421214)	(55, 39.6673951531112)	(60, 39.609459390124194)	(65, 39.54913141428174)	(70, 39.48192231036618)	(75, 39.35733996129317)	(80, 39.582309801186554)	(85, 39.52009414613246)	(90, 39.46207928416875)	(95, 39.39931178336924)	(100, 39.320324259928995)	(105, 39.2294834795775)	(110, 39.133310749722355)	(115, 38.99917939640672)	(120, 38.875730920058004)	(125, 38.72607693582734)	(130, 38.54108419199948)	(135, 38.32205135083354)	(140, 38.081963851815935)	(145, 37.81616254549972)	(150, 37.65176675508158)
SRR19173231_2	(1, 31.073485870897)	(2, 31.133569825430538)	(3, 34.72127582593058)	(4, 35.399948245220834)	(5, 35.59951036381304)	(6, 39.06668290014611)	(7, 39.24854064681764)	(8, 39.335241732967795)	(9, 39.39880328994761)	(10, 39.2641253182762)	(15, 39.226402603409056)	(20, 39.148975534247064)	(25, 39.076175429264666)	(30, 38.979475348753205)	(35, 38.88539568743977)	(40, 38.805241985282905)	(45, 38.70407470796941)	(50, 38.604032695692396)	(55, 38.51952868261451)	(60, 38.39541017081009)	(65, 38.31694603824831)	(70, 38.158214142612124)	(75, 37.954894448379406)	(80, 38.22751159472447)	(85, 38.09282302340385)	(90, 37.998333742389654)	(95, 37.90447756707387)	(100, 37.74352083163061)	(105, 37.59334463962581)	(110, 37.40043052925932)	(115, 37.18218354705067)	(120, 36.90936909994612)	(125, 36.62825906315278)	(130, 36.32828791641199)	(135, 35.946322253722045)	(140, 35.46706755393055)	(145, 35.040485794719565)	(150, 34.74941892071185)
SRR19173232_1	(1, 31.593788169438763)	(2, 31.645364620724685)	(3, 35.58248974255201)	(4, 36.21807075598795)	(5, 36.397717061228136)	(6, 39.9655803895111)	(7, 40.12026489649655)	(8, 40.137077887004665)	(9, 40.15931582019287)	(10, 40.140007246846864)	(15, 40.11124346762715)	(20, 40.09065734084693)	(25, 40.0112779837021)	(30, 39.95086802359033)	(35, 39.90334125943559)	(40, 39.86517411033743)	(45, 39.794735661541246)	(50, 39.71431837595497)	(55, 39.65219564389807)	(60, 39.59466128562441)	(65, 39.53839012396156)	(70, 39.47073509338379)	(75, 39.34461141896014)	(80, 39.56915979603118)	(85, 39.509346051789834)	(90, 39.4511858175552)	(95, 39.38743042637509)	(100, 39.31106049821235)	(105, 39.21924450638555)	(110, 39.12629455847999)	(115, 38.997797072125344)	(120, 38.881607445862144)	(125, 38.73791320368365)	(130, 38.559374849160534)	(135, 38.34694412611173)	(140, 38.117208145327744)	(145, 37.86220149073625)	(150, 37.705909208817445)
SRR19173232_2	(1, 31.00083097759848)	(2, 31.142638462352178)	(3, 34.60273846942139)	(4, 35.27323379220566)	(5, 35.570217934686504)	(6, 38.88650406908923)	(7, 39.13286067933256)	(8, 39.17265077558516)	(9, 39.25883590769669)	(10, 39.12646389910502)	(15, 39.09059273514158)	(20, 39.0007106481982)	(25, 38.91755669871398)	(30, 38.81876645037515)	(35, 38.71841573472901)	(40, 38.626528264559276)	(45, 38.516132766835796)	(50, 38.40640647763564)	(55, 38.316121336707624)	(60, 38.186728965961436)	(65, 38.105797280925394)	(70, 37.94087791683948)	(75, 37.73510162512397)	(80, 38.01521000603613)	(85, 37.87152996051364)	(90, 37.771847739917845)	(95, 37.671845592218595)	(100, 37.504155463138964)	(105, 37.35027562261619)	(110, 37.152205756285355)	(115, 36.93086930347347)	(120, 36.65252215242564)	(125, 36.365781297674836)	(130, 36.05832648799702)	(135, 35.66824377682304)	(140, 35.18004435035337)	(145, 34.7399549740314)	(150, 34.45234630317985)
SRR19173243_1	(1, 31.59914120111976)	(2, 31.656393793873285)	(3, 35.60666936367973)	(4, 36.23775443696107)	(5, 36.40658795384112)	(6, 39.97761464178422)	(7, 40.121657863915715)	(8, 40.14033143293802)	(9, 40.16356834805453)	(10, 40.14247358050959)	(15, 40.11366733342823)	(20, 40.09367979962192)	(25, 40.01486396815527)	(30, 39.95245947113572)	(35, 39.90086142597074)	(40, 39.85906552493114)	(45, 39.775596057366464)	(50, 39.68662047782082)	(55, 39.625867162117956)	(60, 39.5680122264592)	(65, 39.5106249528647)	(70, 39.44169571199896)	(75, 39.312691254435705)	(80, 39.533370582080344)	(85, 39.47185996508866)	(90, 39.414399242838556)	(95, 39.35188167104932)	(100, 39.27341363439991)	(105, 39.17939472034722)	(110, 39.085413774245026)	(115, 38.9541891355324)	(120, 38.830871849426764)	(125, 38.68419617273869)	(130, 38.50092320754764)	(135, 38.28484870006467)	(140, 38.04953500997645)	(145, 37.788402234525265)	(150, 37.630291552106044)
SRR19173243_2	(1, 31.047524816265984)	(2, 31.11639209575395)	(3, 34.50862594676396)	(4, 35.102046982966364)	(5, 35.70259877186017)	(6, 39.068030156601566)	(7, 39.267197378902864)	(8, 39.298389583536235)	(9, 39.33467814395557)	(10, 39.22953854606024)	(15, 39.19910078587964)	(20, 39.115945700137104)	(25, 39.03853569172142)	(30, 38.94205044912759)	(35, 38.8463662993235)	(40, 38.75570818318712)	(45, 38.63691255934053)	(50, 38.52032195343657)	(55, 38.43648089740613)	(60, 38.31242437001022)	(65, 38.23328574603626)	(70, 38.07223973449405)	(75, 37.86890410869962)	(80, 38.14146831384242)	(85, 38.001930991426995)	(90, 37.903274663310384)	(95, 37.809679529920615)	(100, 37.64629040337826)	(105, 37.492849758892035)	(110, 37.299729679380086)	(115, 37.07854581051485)	(120, 36.80155798453213)	(125, 36.51397163641268)	(130, 36.209116843096275)	(135, 35.820186393569124)	(140, 35.3338988170601)	(145, 34.894768473915136)	(150, 34.60748860636845)
