"","SRR13639990","SRR13639992","SRR13639993","SRR13639994","SRR13639995","SRR13639999","SRR13640002","SRR13640004","SRR19173185","SRR19173191","SRR19173211","SRR19173215","SRR19173217","SRR19173231","SRR19173232","SRR19173243"
"ENSG00000224286.6",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226967.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231407.6",3,1,1,0,2,3,1,0,0,0,0,0,1,0,0,3
"ENSG00000120370.14",346,406,334,286,269,383,253,39,13,16,208,95,123,150,62,171
"ENSG00000225545.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235303.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116132.12",1,1,5,0,1,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000271811.1",5,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000231424.3",2,0,0,0,3,3,1,1,0,0,2,0,0,0,2,0
"ENSG00000117501.15",2,1,0,0,2,0,0,0,0,0,0,0,3,0,0,0
"ENSG00000226552.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000007933.13",3,0,1,0,1,0,0,0,0,0,0,3,9,1,0,0
"ENSG00000221390.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283598.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000117507.6",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000094963.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225243.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000010932.17",5,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000206692.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230547.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000076258.10",8,4,4,0,43,12,59,2,4,0,115,29,84,37,10,33
"ENSG00000285665.1",1,0,0,2,7,0,4,0,0,0,11,0,0,2,0,1
"ENSG00000268062.1",0,0,0,1,4,1,3,2,0,0,0,0,0,0,0,2
"ENSG00000239428.2",2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234333.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000117523.18",7139,7645,6134,7054,5980,9367,4870,1332,435,268,3092,3481,2694,1261,1986,2533
"ENSG00000283683.2",1,0,2,1,5,0,2,1,0,0,5,0,5,8,0,0
"ENSG00000034971.17",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233328.3",2,2,1,2,5,6,3,0,2,1,17,22,12,4,13,14
"ENSG00000230364.1",1,0,0,0,0,0,1,0,0,0,29,0,0,0,0,2
"ENSG00000117533.15",352,304,348,219,722,413,738,109,68,22,426,160,315,340,206,702
"ENSG00000232261.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271459.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236741.4",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000253060.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000010165.20",63,111,110,76,227,183,284,33,24,0,532,80,343,516,119,122
"ENSG00000213060.4",0,1,0,0,0,0,2,0,0,0,0,0,5,0,0,0
"ENSG00000197959.15",60,7,18,23,112,27,173,29,347,95,200,113,24,435,286,1200
"ENSG00000224600.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233540.1",0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2
"ENSG00000230630.5",3,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000283844.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283152.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000208024.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287336.1",7,2,1,2,4,0,0,0,0,3,0,7,0,0,9,7
"ENSG00000206684.1",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"ENSG00000135845.10",181,284,313,262,349,566,477,68,146,33,906,472,384,274,366,837
"ENSG00000180999.11",0,1,0,0,1,0,1,1,0,0,0,4,3,0,0,3
"ENSG00000094975.15",1444,1399,870,1600,819,1566,901,237,332,80,460,492,502,624,511,1065
"ENSG00000251943.1",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000117560.8",31,106,62,104,60,69,127,5,4,1,141,144,75,131,47,310
"ENSG00000229785.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279061.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224228.2",0,0,0,3,0,0,1,0,0,0,3,0,0,2,0,1
"ENSG00000227177.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224000.1",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"ENSG00000120337.10",1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,7
"ENSG00000230849.2",0,0,0,0,0,0,1,0,0,0,0,14,0,0,2,0
"ENSG00000226375.1",0,1,0,0,1,0,0,0,0,1,4,1,0,0,0,0
"ENSG00000117586.11",70,18,8,33,146,21,198,17,221,70,176,60,127,909,502,1298
"ENSG00000232751.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231615.2",0,0,0,0,3,0,1,1,0,0,1,2,4,7,0,0
"ENSG00000203739.6",54,33,35,22,81,89,87,15,30,5,249,181,125,130,78,88
"ENSG00000117592.9",918,897,927,865,1042,1131,1292,282,1187,241,1542,1276,1265,1347,1580,3188
"ENSG00000162753.13",4,0,4,0,1,0,3,0,0,0,0,0,0,0,0,0
"ENSG00000238272.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285777.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183831.7",4,2,2,0,3,1,0,1,0,0,0,0,0,9,0,0
"ENSG00000232113.3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000289426.1",1,0,3,1,0,0,0,0,0,0,0,0,0,3,0,0
"ENSG00000076321.11",186,264,268,195,256,354,246,46,40,9,445,502,476,367,249,453
"ENSG00000225591.2",0,0,1,1,0,1,0,0,2,0,4,3,12,0,2,0
"ENSG00000200674.1",2,0,5,0,2,0,4,0,0,0,0,0,0,0,0,0
"ENSG00000120334.16",44,53,53,49,55,80,68,14,28,7,200,24,60,99,51,132
"ENSG00000252357.1",7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000117593.12",37,25,27,22,97,55,143,17,31,15,141,38,214,171,63,95
"ENSG00000234741.10",1644,1091,1169,831,1559,1059,1658,190,98,87,1429,850,1475,403,414,745
"ENSG00000270084.2",6,6,2,7,10,13,16,1,2,2,3,16,17,12,0,15
"ENSG00000185278.16",427,424,312,431,1246,665,1108,163,24,3,261,227,168,235,179,180
"ENSG00000117601.15",1,1,6,0,1,2,1,0,0,0,0,0,5,0,4,0
"ENSG00000252231.1",0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0
"ENSG00000135870.12",1017,1344,1267,1332,2077,1801,2175,437,413,183,1456,831,1338,1384,902,1310
"ENSG00000200755.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000236535.1",6,1,0,0,1,0,1,0,0,0,4,0,0,1,1,2
"ENSG00000224977.2",5,0,1,2,4,2,6,0,1,0,25,0,37,2,0,0
"ENSG00000225713.5",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000227373.6",9,10,11,7,3,10,18,3,0,0,0,6,12,5,0,25
"ENSG00000152061.24",832,885,585,940,2381,1754,2157,492,805,267,2660,2168,2582,2248,2280,4187
"ENSG00000237317.2",1,0,0,0,1,0,0,0,0,0,11,0,0,0,1,0
"ENSG00000203737.5",0,0,0,0,0,0,1,0,0,0,3,4,3,14,8,15
"ENSG00000223828.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231378.1",0,0,0,0,0,0,0,0,0,0,8,5,4,0,1,0
"ENSG00000237249.1",2,0,0,0,1,0,0,1,0,0,22,23,12,4,1,5
"ENSG00000223525.1",1,1,0,0,0,0,0,0,0,0,26,7,3,0,0,2
"ENSG00000235869.1",0,0,0,0,1,0,0,0,0,0,5,9,16,4,0,12
"ENSG00000229531.6",0,0,2,0,0,0,0,0,0,2,2,15,6,6,15,4
"ENSG00000289425.1",8,1,1,3,1,2,0,0,3,5,9,17,7,2,1,6
"ENSG00000252552.1",2,0,0,0,0,0,1,0,0,1,1,2,1,5,4,1
"ENSG00000287697.1",5,0,4,2,7,2,2,1,17,0,61,12,41,6,34,13
"ENSG00000116161.18",695,442,373,434,770,687,780,129,154,51,1773,940,1305,426,749,1441
"ENSG00000120333.4",37,54,42,39,180,117,202,29,26,8,228,140,273,222,185,175
"ENSG00000206659.1",1,1,0,1,1,2,1,0,0,0,0,7,0,4,0,0
"ENSG00000181101.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000120332.17",1,1,2,0,1,0,0,0,1,0,5,0,0,0,0,0
"ENSG00000235750.10",597,667,808,652,4347,1648,3099,931,355,57,1470,489,894,3686,834,870
"ENSG00000230687.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233946.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260990.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116147.18",3,3,1,2,12,2,1,0,0,0,0,1,2,0,1,21
"ENSG00000235628.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224718.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227740.2",4,2,0,3,5,10,16,5,0,2,50,28,54,30,21,2
"ENSG00000230777.1",2,2,7,1,4,12,2,0,0,0,0,4,2,6,2,0
"ENSG00000143207.21",417,655,728,564,1084,1288,1095,385,108,11,207,115,75,250,148,122
"ENSG00000252906.1",1,0,2,3,4,2,5,0,3,0,14,22,11,4,14,1
"ENSG00000228686.2",19,27,34,39,24,48,17,8,0,0,2,3,5,1,2,4
"ENSG00000236021.4",4,1,2,5,9,10,2,1,1,0,2,0,18,3,6,0
"ENSG00000273629.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232463.1",5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000253025.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227815.2",0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000231020.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000225904.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116183.11",4,3,0,0,2,0,2,2,0,0,0,0,0,0,0,0
"ENSG00000237514.3",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSG00000286754.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000152092.16",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000202609.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198797.7",0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000224968.4",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227579.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236720.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000120341.19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254154.8",0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000242193.11",21,21,28,18,32,71,75,17,28,0,40,2,28,20,91,122
"ENSG00000276563.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224687.2",4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000075391.18",52,53,129,106,13,40,24,4,0,8,13,5,14,0,1,0
"ENSG00000270575.1",1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"ENSG00000213058.3",6,0,0,0,0,0,8,0,0,0,0,0,0,23,4,0
"ENSG00000188585.10",1,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0
"ENSG00000264809.2",0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000285910.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000240021.10",0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000213057.5",0,0,0,0,9,1,5,0,0,0,6,15,13,11,2,0
"ENSG00000201347.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000273384.1",1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
"ENSG00000266417.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273062.1",10,8,15,16,27,17,19,4,0,0,3,0,2,0,0,0
"ENSG00000116191.19",251,277,197,309,1174,554,490,109,40,10,621,244,220,665,228,613
"ENSG00000228196.1",0,1,0,0,1,0,0,0,3,0,0,31,1,1,1,1
"ENSG00000201791.1",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"ENSG00000116194.13",3,3,1,0,8,2,4,0,1,0,32,6,19,32,11,33
"ENSG00000289432.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116199.12",193,266,350,182,358,407,600,65,18,33,132,138,90,133,77,172
"ENSG00000232750.2",0,1,0,0,2,0,1,0,4,0,0,7,0,0,0,0
"ENSG00000186283.14",201,350,442,283,327,582,422,90,241,96,1004,728,347,442,226,116
"ENSG00000143322.22",396,526,568,452,575,479,531,91,23,8,129,115,199,168,69,136
"ENSG00000234041.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231905.2",0,0,0,1,1,0,0,0,0,0,0,0,0,8,0,12
"ENSG00000212338.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201619.1",0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0
"ENSG00000231564.1",0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0
"ENSG00000225711.1",0,0,0,0,0,0,0,0,1,0,0,4,2,0,2,2
"ENSG00000223794.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228191.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000057252.13",741,942,1178,786,610,661,843,172,232,85,1541,762,1590,1586,929,1172
"ENSG00000162779.22",8,4,3,5,1,2,4,1,0,0,0,0,7,0,0,0
"ENSG00000224620.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236539.3",3,3,6,4,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000261250.1",3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000116218.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000251875.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227141.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261060.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162782.16",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243062.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000143340.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229407.5",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231966.1",1,2,0,1,1,0,4,1,0,0,0,0,0,0,0,0
"ENSG00000169905.13",1618,1151,1288,1141,871,1037,820,315,213,60,873,543,883,753,508,666
"ENSG00000272906.1",3,0,1,3,11,2,6,1,2,0,5,10,4,6,5,0
"ENSG00000143337.19",2236,2376,3283,2501,1203,2805,1310,337,660,110,1909,1003,1524,2790,1549,2431
"ENSG00000264916.2",1,0,0,0,1,0,0,0,1,0,4,3,0,0,0,0
"ENSG00000261831.2",0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0
"ENSG00000260360.2",6,6,6,6,1,1,0,3,3,0,1,2,3,0,1,2
"ENSG00000135837.17",1491,2439,1668,1729,2457,1608,2330,424,132,85,1008,605,1237,995,561,1022
"ENSG00000235145.2",1,0,3,1,0,4,3,0,0,0,0,7,1,1,0,0
"ENSG00000223450.1",1,1,2,0,0,0,0,1,0,0,0,0,2,0,0,0
"ENSG00000261817.1",0,0,5,1,1,1,0,0,0,6,0,0,0,0,0,0
"ENSG00000116260.17",3368,5589,4046,4360,735,1698,1176,360,426,182,733,443,501,1469,827,1341
"ENSG00000121454.6",33,30,43,37,63,22,22,4,1,0,26,4,37,5,6,0
"ENSG00000230124.8",149,180,211,139,340,350,350,55,88,11,752,455,336,192,297,296
"ENSG00000235060.1",0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,4
"ENSG00000265435.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236719.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206905.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000143324.14",597,685,596,694,475,719,584,71,94,55,538,323,486,546,292,661
"ENSG00000283575.1",0,0,0,0,0,0,0,0,0,1,6,8,17,0,1,0
"ENSG00000225857.5",1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,8
"ENSG00000135835.12",6,6,9,8,25,18,40,5,0,0,1,0,11,0,3,0
"ENSG00000243155.1",1,3,0,3,7,1,5,0,0,0,10,0,8,1,1,0
"ENSG00000232586.1",1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000251520.1",5,1,1,9,8,4,6,2,0,0,0,0,0,1,0,0
"ENSG00000270711.1",2,3,0,3,3,1,1,0,0,0,0,0,0,0,0,0
"ENSG00000135823.14",455,586,394,740,481,520,597,99,39,14,281,110,175,283,139,163
"ENSG00000153029.16",445,842,813,800,799,848,1252,197,101,51,953,350,956,807,506,724
"ENSG00000289589.2",15,4,1,12,3,4,2,2,0,0,0,0,5,0,0,0
"ENSG00000162783.11",3017,1958,2016,3092,3136,3601,3096,1037,9,36,122,97,127,26,61,65
"ENSG00000237292.1",2,0,0,0,0,4,1,0,0,1,1,1,2,0,0,1
"ENSG00000225359.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000179452.2",0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"ENSG00000198216.14",35,27,41,24,136,49,49,56,39,0,0,0,9,182,24,3
"ENSG00000273573.1",0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
"ENSG00000252977.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000288574.1",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000222397.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287452.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179930.6",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224810.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225982.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228918.5",8,2,3,2,4,3,2,2,0,0,0,0,0,3,0,0
"ENSG00000232309.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000289573.1",2,1,2,2,19,1,11,1,13,0,0,0,7,8,16,3
"ENSG00000232096.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206764.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228664.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231684.3",1,0,1,0,1,2,0,1,0,0,2,1,1,0,4,0
"ENSG00000135821.19",88633,62574,48071,75081,13699,24687,12478,6715,9117,1324,4549,2855,7585,17057,13392,15586
"ENSG00000203730.3",0,2,0,2,5,2,3,0,8,0,0,0,0,8,0,0
"ENSG00000203729.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000121446.20",4,3,2,2,3,2,0,2,0,0,0,0,0,0,0,2
"ENSG00000270443.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233537.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000135828.11",67,41,63,101,696,145,480,135,65,26,616,31,688,876,181,60
"ENSG00000276839.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000143333.7",43,11,14,32,5,89,12,1,20,4,13,23,36,36,13,342
"ENSG00000261504.1",12,0,0,0,1,0,0,0,0,0,0,0,0,4,13,6
"ENSG00000135824.13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227181.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271269.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000135838.14",449,476,565,422,1103,806,1253,531,425,121,484,340,884,1379,715,982
"ENSG00000287808.1",7,3,8,1,2,2,5,0,0,0,0,0,2,0,6,0
"ENSG00000135829.17",2352,2938,3261,2421,2442,4537,2719,556,543,125,2724,1999,2293,3093,1657,3429
"ENSG00000157060.16",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224040.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285609.1",1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000226570.2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000176855.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207472.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000135862.6",20,60,217,106,52,44,90,8,5,4,43,8,25,77,7,33
"ENSG00000224468.3",0,0,2,1,2,1,0,0,0,0,6,0,0,0,0,0
"ENSG00000058085.15",4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"ENSG00000157064.11",1,1,7,0,0,2,4,1,2,0,0,0,0,0,4,0
"ENSG00000287929.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233562.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286372.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232860.10",10,2,3,4,7,11,19,7,0,0,1,6,6,2,0,0
"ENSG00000116698.22",1068,1574,1634,1276,2083,2878,2096,485,187,57,992,630,803,1776,418,513
"ENSG00000116701.16",6137,5809,6644,6389,10390,6342,11399,4478,2220,857,2939,1772,6434,7186,5575,4287
"ENSG00000289732.1",4,1,4,1,0,2,5,2,15,1,0,3,4,15,32,9
"ENSG00000289099.1",1,2,0,0,0,0,5,0,0,0,0,0,0,2,2,0
"ENSG00000286966.1",3,1,4,0,0,0,8,1,0,0,0,0,0,22,3,0
"ENSG00000162704.16",2016,3117,2771,2427,3499,2271,5019,1093,2272,713,5846,2109,5068,5038,5130,9746
"ENSG00000143344.16",61,128,1217,89,40,76,89,12,15,9,70,23,17,162,21,30
"ENSG00000173627.8",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270994.1",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000227554.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000289581.1",5,6,47,5,0,3,1,1,0,4,5,4,0,7,0,0
"ENSG00000198756.12",17,19,13,18,59,64,99,6,4,0,103,36,44,24,2,66
"ENSG00000198860.14",140,170,236,177,357,446,428,78,104,48,1099,403,577,431,450,847
"ENSG00000286655.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199840.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207080.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231791.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000244568.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271387.1",2,3,0,4,2,6,4,0,0,0,0,0,0,0,0,0
"ENSG00000116667.15",61,284,144,196,288,540,807,82,27,3,435,372,248,225,283,333
"ENSG00000230470.1",1,0,0,1,3,0,0,1,0,0,5,40,25,1,5,34
"ENSG00000232036.2",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000285847.2",1,5,5,4,12,3,36,1,0,0,59,42,67,19,20,12
"ENSG00000290066.1",0,0,0,0,0,0,1,0,0,0,7,0,0,4,4,7
"ENSG00000286378.1",2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"ENSG00000116406.20",346,445,377,272,1009,456,1143,193,135,59,1187,428,927,1813,705,786
"ENSG00000135842.17",2359,3332,2075,3303,9479,4979,8479,3246,1024,56,1055,848,935,3641,2477,1460
"ENSG00000252222.1",3,3,2,5,12,3,4,6,0,0,1,0,2,3,2,0
"ENSG00000260976.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201312.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000121481.11",264,262,351,217,286,505,380,59,52,65,476,233,453,390,231,445
"ENSG00000232792.2",0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0
"ENSG00000121486.12",63,44,41,53,215,86,216,47,24,23,409,54,338,529,50,45
"ENSG00000116668.13",276,257,125,440,245,154,157,36,20,23,146,68,57,280,88,281
"ENSG00000231084.2",6,3,8,10,2,1,6,1,0,0,5,0,2,0,3,2
"ENSG00000213051.3",0,0,0,0,0,2,0,0,0,0,1,3,1,0,1,0
"ENSG00000201421.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206640.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233583.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000252612.1",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"ENSG00000238061.2",7,9,1,9,10,1,3,1,0,8,21,10,9,9,9,1
"ENSG00000279838.1",256,258,111,354,80,76,53,6,54,26,40,65,129,186,84,92
"ENSG00000116679.16",17602,14508,7831,19669,3701,4436,2476,1612,3482,566,2990,1460,4199,7295,4947,7487
"ENSG00000273004.1",14,21,5,11,16,9,14,9,1,0,5,0,5,3,2,1
"ENSG00000261024.7",2,3,4,4,1,3,0,1,10,0,0,15,0,4,14,1
"ENSG00000252407.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270920.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279401.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228309.7",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ENSG00000207108.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201596.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261729.2",0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
