"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","direction","significant"
"ENSG00000117115.13",823.996751348531,1.90053118536593,0.431980123847354,5.64020543991089e-07,0.000137379289643544,"Up",TRUE
"ENSG00000078618.23",1621.28439068463,1.14146229224147,0.257257444446019,6.20844522150468e-07,0.000149281269396564,"Up",TRUE
"ENSG00000167632.18",289.29131962674,0.74150618464626,0.161148372240328,6.36850686650365e-07,0.000151191577571235,"NS",FALSE
"ENSG00000105352.11",266.479325363737,1.7808003112081,0.411648213963276,6.47335861131085e-07,0.000151759800943919,"Up",TRUE
"ENSG00000165115.15",76.1529916069499,1.2529579008476,0.282975651905723,6.87528438485125e-07,0.000159192541528253,"Up",TRUE
"ENSG00000288910.1",50.8538358591412,-2.62328289929921,0.608547318144336,7.84235188923935e-07,0.000175099178193671,"Down",TRUE
"ENSG00000123360.12",94.4523885882733,-1.47767975626366,0.343943446269735,7.8130357935228e-07,0.000175099178193671,"Down",TRUE
"ENSG00000176531.11",64.0850345919333,-1.30205529772242,0.293294104613274,7.8391270850954e-07,0.000175099178193671,"Down",TRUE
"ENSG00000173597.9",206.862882775917,2.36899978540964,0.561481735277015,7.98808758970219e-07,0.000176254803229252,"Up",TRUE
"ENSG00000270210.1",11.5860197613251,-3.96037031419752,1.03555980384922,8.19873242552845e-07,0.0001787991007451,"Down",TRUE
"ENSG00000101189.7",117.2330231817,-1.17624045366456,0.269824859701926,8.40891564368812e-07,0.0001812749573533,"Down",TRUE
"ENSG00000131480.9",33.8230098621389,3.6034555123775,1.06709526931132,8.95348157035156e-07,0.000190821075968118,"Up",TRUE
"ENSG00000035664.11",130.276184347173,1.61009505581575,0.386560071780355,9.32142286156768e-07,0.000196430658167081,"Up",TRUE
"ENSG00000100083.19",819.109449011608,-1.13363431196112,0.26452006054663,9.4486245439178e-07,0.000196898837023531,"Down",TRUE
"ENSG00000236345.3",12.2367252493875,3.55491681029137,0.976307273106366,9.6202146702682e-07,0.00019827156718778,"Up",TRUE
"ENSG00000289298.2",57.3550746944237,-1.7743661960797,0.418494689451457,1.01750795206716e-06,0.000207427843924127,"Down",TRUE
"ENSG00000167522.17",1372.64936882886,-0.853980987797099,0.193098209752814,1.03336555976602e-06,0.000208395387886147,"NS",FALSE
"ENSG00000288875.2",31.0723008921576,3.41093037795081,1.23649558528593,1.04854569294774e-06,0.000209207175225902,"Up",TRUE
"ENSG00000064763.12",175.126659827436,1.68906369831508,0.41977410625609,1.0835566233249e-06,0.000213916889162721,"Up",TRUE
"ENSG00000134516.20",3439.52077807744,0.607295067849139,0.133750657062185,1.1153060344751e-06,0.000215644996665778,"NS",FALSE
"ENSG00000105967.16",253.745412725866,1.42736169579567,0.336894683878591,1.10602711971163e-06,0.000215644996665778,"Up",TRUE
"ENSG00000289017.1",157.869879685264,-1.70525982760957,0.408048878114462,1.18997967916261e-06,0.000227735396762191,"Down",TRUE
"ENSG00000163915.7",5.59709757361306,-3.36592074403354,0.837298507099232,1.23664775762411e-06,0.000234276047416568,"Down",TRUE
"ENSG00000188290.11",259.49230290524,-4.12986186686095,0.900309555364225,1.25763369752929e-06,0.000235869199971618,"Down",TRUE
"ENSG00000106780.9",1240.47839979488,1.65023867556174,0.388939916693958,1.27892640553419e-06,0.000237487769661324,"Up",TRUE
"ENSG00000123684.13",591.054453500408,0.926464035821448,0.214091459757985,1.30801982097406e-06,0.000240508938650671,"NS",FALSE
"ENSG00000139178.12",202.645876870532,1.57426362710779,0.388078654161969,1.4048335802481e-06,0.000255802464053914,"Up",TRUE
